restaurant name,locality,feature,review,sentiment
the pantry cafe,Fort,service,Their fresh squeezed juices are also very foods prices are reasonable & service was good ( by India standards ) z,1
the pantry cafe,Fort,service,The only put off is mandatory service charge,1
the pantry cafe,Fort,atmosphere,The atmosphere is also great and staff so sweet,1
mamagoto,Fort,cuisine,Mamagoto is a great place for Sout East Asian cuisine,1
mamagoto,Fort,cuisine,"I visited Mumbai just for 2 days and was looking for a good Oriental cuisine , after trying 2 restaurants I finally found the taste that I was looking for",1
mamagoto,Fort,cuisine,A great introduction to this Asian fusion cuisine,1
mamagoto,Fort,cuisine,"The cuisine is pan Asian , portions are generous and can easily be shared",1
mamagoto,Fort,cuisine,the food is excellent - offering you a variety of south east Asian cuisine,1
mamagoto,Fort,decor,"The decor is interesting and the restaurant exudes old world charm.We started with shrimp red chilly ( mildly flavored , as it needed added spicy sauces to come alive ) and chicken breast ( a very average dish ) .The mocktail beverage and the iced tea was good.We ordered the main course comprising of flat noodles with chicken ( good flavors , but noodles a bit chewy ) Dinner concluded with warm chocolate cake and ice cream ( highly recommended ) .The service is excellent and the staff is very polite and obliging.I only wish the dishes matched the service offered",1
mamagoto,Fort,place,"Food Quality : Very good Service : Can be improved Ambiance : According to me it is average If you like to eat desserts , this is NOT the place to go",1
mamagoto,Fort,place,Not a very expensive place too .,1
mamagoto,Fort,place,Mamagoto is a great place for Sout East Asian cuisine,1
mamagoto,Fort,place,Good place to go with family for a meal .,1
mamagoto,Fort,place,Good place to eat if you are working in the area,1
mamagoto,Fort,place,"The ambiance is chirpy and casual , one of the definite must try places one can keep coming back to",1
mamagoto,Fort,place,"We went for lunch on a week day & the place was practically empty.We had the veg soup with 22 ingredients , crispy lotus stem , traditional peking dumpling , pan fried noodles & the delicious carrot cake",1
mamagoto,Fort,place,The menu is exhaustive & the staff are willing to help out.A good place to hang out with friends or casual dining with office crowd,1
mamagoto,Fort,place,"the service was absolutely excellent the waiters were very warm and came to our table a few times to ask how the food was , the manager came and asked us for feedback and said that we would love to know what you thought of the food and the place and if there is anything we could change and all that it was very nice to see that they cared about the customers feedback",1
mamagoto,Fort,place,The lamb teriyaki and chicken with star aniseed and crispy spinach were sublime in taste and easily shared between 2/3 people.All the dishes were lip smackingly tasty and left no room for dessert ! It is a small place so booking a table is wise especially on the weekend,1
mamagoto,Fort,place,"The place has really been decked up in a a very chic , cool and relaxing ambience",1
mamagoto,Fort,food,The sea foods are excellent and so are the fusion starters,1
mamagoto,Fort,food,"I have visited this restaurant two times and both the times I was happy with the service , food and yes they do have some deals at times",1
mamagoto,Fort,food,"The food taste good , authentic and is worth the money",1
mamagoto,Fort,food,excellent food ! Excellent cocktails ! Excellent service ! My go-to restaurant ! Do try the panang curry and cosmopolitan !,1
mamagoto,Fort,food,Mama is a cool fusion Asian restaurant with a hint of we call a super Indian oriental/ Chinese food,1
mamagoto,Fort,food,"again…peerless ! ! The food is a bit on the expensive side but given the ambience , quantity and once in while binging ; ) …its not to bad a deal !",1
mamagoto,Fort,food,The food is well balanced & the flavors are great,1
mamagoto,Fort,food,The food is just awesome,1
mamagoto,Fort,food,"left home with a hankering for Old Monk and Red Meat , decided to go to Mamagoto urged by Girlfriend and was delighted , great service , great food extremely generous portions ...",1
mamagoto,Fort,food,"the service was absolutely excellent the waiters were very warm and came to our table a few times to ask how the food was , the manager came and asked us for feedback and said that we would love to know what you thought of the food and the place and if there is anything we could change and all that it was very nice to see that they cared about the customers feedback",1
mamagoto,Fort,food,The food was very good especially the khowsuey ! the helping were good as well,1
mamagoto,Fort,food,"I was invited by friends for dinner to this restaurant and was apprehensive about eating South Asian Food after having traveled to China , Singapore and Thailand.I must say that the food did not disappoint , in fact It was well beyond my expectations.The service was excellent .",1
mamagoto,Fort,food,"Excellent service , excellent choice of Japanese/Thai food.Valet Parking .",1
mamagoto,Fort,food,The food was really good and very different in taste,1
mamagoto,Fort,food,The food is Pan Asian and good,1
mamagoto,Fort,food,the food is excellent - offering you a variety of south east Asian cuisine,1
mamagoto,Fort,food,The food was really good,1
mamagoto,Fort,food,The food is amazing and the waiters are also quite knowledgeable,1
mamagoto,Fort,service,"Quick service , vibrant ambiance is what we liked",1
mamagoto,Fort,service,"I have visited this restaurant two times and both the times I was happy with the service , food and yes they do have some deals at times",1
mamagoto,Fort,service,The service was good,1
mamagoto,Fort,service,excellent food ! Excellent cocktails ! Excellent service ! My go-to restaurant ! Do try the panang curry and cosmopolitan !,1
mamagoto,Fort,service,"The decor is interesting and the restaurant exudes old world charm.We started with shrimp red chilly ( mildly flavored , as it needed added spicy sauces to come alive ) and chicken breast ( a very average dish ) .The mocktail beverage and the iced tea was good.We ordered the main course comprising of flat noodles with chicken ( good flavors , but noodles a bit chewy ) Dinner concluded with warm chocolate cake and ice cream ( highly recommended ) .The service is excellent and the staff is very polite and obliging.I only wish the dishes matched the service offered",1
mamagoto,Fort,service,The ambience is too good and so is the service,1
mamagoto,Fort,service,"left home with a hankering for Old Monk and Red Meat , decided to go to Mamagoto urged by Girlfriend and was delighted , great service , great food extremely generous portions ...",1
